ncalls,tottime,percall (ms),cumtime (s),percall (ms),filename:lineno(function)
71,0.9914,0.01396,73.47,1.035,queue.py:180(get)
1,0.01671,0.01671,56.04,56.04,__init__.py:1(<module>)
191/1,0.001051,0.001051,56.04,56.04,~:0(<built-in method builtins.exec>)
1,9.578,9.578,54.4,54.4,~:0(<built-in method exec>)
81/80,0.2712,0.00339,45.34,0.5668,threading.py:327(wait)
1,8.22E-05,8.22E-05,35.55,35.55,camera_detail.py:764(closeEvent)
1,0.001586,0.001586,35.53,35.53,coverage_logger.py:170(stop)
1,0.0002359,0.0002359,35.51,35.51,~:0(<method 'join' of '_thread._ThreadHandle' objects>)
1,7.37E-05,7.37E-05,35.51,35.51,threading.py:1025(_bootstrap_inner)
1,4.10E-05,4.10E-05,35.51,35.51,threading.py:1056(join)
1,7.30E-06,7.30E-06,35.51,35.51,threading.py:998(_bootstrap)
382,0.3543,0.0009274,29.66,0.07765,stream_worker.py:186(_iteration)
360/344,8.463,0.0246,28.13,0.08177,~:0(<method 'acquire' of '_thread.lock' objects>)
115,7.025,0.06109,9.521,0.08279,~:0(<built-in method msleep>)
250,0.4206,0.001682,8.866,0.03546,stream_worker.py:396(_process_frame)
1406,0.1864,0.0001326,8.586,0.006106,roi_window.py:241(update_preview)
4,4.627,1.157,4.709,1.177,~:0(<method 'exec' of 'PySide6.QtWidgets.QDialog' objects>)
250,0.08122,0.0003249,4.093,0.01637,material_detector.py:222(process_frame)
266,0.00893,3.36E-05,3.849,0.01447,stream_worker.py:466(_read_with_timeout)
6,3.076,0.5127,3.564,0.5941,~:0(<built-in method information>)
1,8.91E-05,8.91E-05,3.522,3.522,main_window.py:612(_on_edit_camera_data_loaded)
1656,3.129,0.001889,3.129,0.001889,~:0(<built-in method fromImage>)
2760/2670,2.641,0.000989,2.996,0.001122,~:0(<method 'copy' of 'numpy.ndarray' objects>)
2406/2372,1.778,0.0007495,2.472,0.001042,~:0(<cvtColor>)
250,1.754,0.007018,2.41,0.009639,~:0(<method 'apply' of 'cv2.BackgroundSubtractorMOG2' objects>)
250,0.0505,0.000202,2.283,0.009131,material_detector.py:342(process_mask)
1,0.0001388,0.0001388,2.033,2.033,preview_scheduler.py:103(run)
1,2.003,2.003,2.007,2.007,preview_scheduler.py:59(_create_capture)
1,2.55E-05,2.55E-05,2.007,2.007,preview_scheduler.py:25(get_capture)
1416,0.04959,3.50E-05,1.902,0.001343,roi_selector.py:171(_update_display)
1406,0.08925,6.35E-05,1.742,0.001239,roi_window.py:258(update_label_pixmap)
267,1.082,0.004052,1.691,0.006332,~:0(<method 'read' of 'cv2.VideoCapture' objects>)
1657,1.617,0.0009761,1.621,0.0009785,~:0(<method 'scaled' of 'PySide6.QtGui.QPixmap' objects>)
500,0.4961,0.0009922,1.475,0.00295,material_detector.py:195(apply_morphological_ops)
1,2.89E-05,2.89E-05,1.394,1.394,main_window.py:627(<lambda>)
1,0.0001186,0.0001186,1.382,1.382,main_window.py:639(_on_camera_updated)
1,2.86E-05,2.86E-05,1.275,1.275,main_window.py:672(<lambda>)
1,6.79E-05,6.79E-05,1.255,1.255,main_window.py:680(_on_camera_deleted)
249,0.1242,0.0004989,1.221,0.004902,camera_detail.py:534(on_processed_frame)
5,1.087,0.2173,1.087,0.2173,~:0(<method 'show' of 'PySide6.QtWidgets.QWidget' objects>)
1,5.19E-05,5.19E-05,1.033,1.033,main_window.py:662(_on_delete_camera_data_loaded)
1,9.49E-05,9.49E-05,0.9869,0.9869,coverage_logger.py:130(_worker)
1,1.74E-05,1.74E-05,0.9869,0.9869,threading.py:981(run)
250,0.02291,9.16E-05,0.9684,0.003874,material_detector.py:486(visualize)
250,0.01065,4.26E-05,0.9362,0.003745,camera.py:258(process_frame_with_roi)
252,0.7869,0.003123,0.8974,0.003561,~:0(<warpPerspective>)
314,0.542,0.001726,0.8923,0.002842,~:0(<findContours>)
249,0.08406,0.0003376,0.8111,0.003257,camera_detail.py:217(update_frame)
1,0.09406,0.09406,0.7677,0.7677,stream_worker.py:142(stop)
250,0.2596,0.001038,0.685,0.00274,~:0(<morphologyEx>)
630,0.4232,0.0006717,0.6263,0.0009942,~:0(<drawContours>)
250,0.01235,4.94E-05,0.5475,0.00219,camera.py:472(convert_cv_to_pixmap)
1,7.00E-06,7.00E-06,0.5299,0.5299,camera_detail.py:494(update_background_preset)
250,0.285,0.00114,0.4609,0.001844,~:0(<threshold>)
245/8,0.001526,0.0001908,0.4592,0.05739,<frozen importlib._bootstrap>:1349(_find_and_load)
245/8,0.0009958,0.0001245,0.4583,0.05729,<frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
237/10,0.0009461,9.46E-05,0.4556,0.04556,<frozen importlib._bootstrap>:911(_load_unlocked)
521/19,0.0008814,4.64E-05,0.4522,0.0238,<frozen importlib._bootstrap>:480(_call_with_frames_removed)
3,3.96E-05,1.32E-05,0.4355,0.1452,stream_worker.py:372(_establish_connection)
3,0.3343,0.1114,0.4339,0.1446,stream_worker.py:496(_create_capture_with_timeout)
174/9,0.0005422,6.02E-05,0.4009,0.04455,<frozen importlib._bootstrap_external>:1020(exec_module)
2,8.40E-06,4.20E-06,0.3986,0.1993,camera_detail.py:703(on_db_finished)
15076,0.2329,1.55E-05,0.3159,2.10E-05,~:0(<putText>)
65/13,0.0002104,1.62E-05,0.2443,0.01879,~:0(<built-in method builtins.__import__>)
250,0.02303,9.21E-05,0.2399,0.0009596,material_detector.py:434(_calculate_metrics)
1,0.001324,0.001324,0.218,0.218,main_window.py:1(<module>)
1660,0.2097,0.0001263,0.2097,0.0001263,~:0(<method 'setPixmap' of 'PySide6.QtWidgets.QLabel' objects>)
250/51,0.0004586,8.99E-06,0.2036,0.003993,<frozen importlib._bootstrap>:1390(_handle_fromlist)
237/207,0.0004732,2.29E-06,0.1804,0.0008714,<frozen importlib._bootstrap>:806(module_from_spec)
17/15,5.72E-05,3.81E-06,0.1731,0.01154,<frozen importlib._bootstrap_external>:1318(create_module)
17/15,0.0416,0.002773,0.1726,0.01151,~:0(<built-in method _imp.create_dynamic>)
64,0.01396,0.0002182,0.1685,0.002632,material_detector.py:384(_merge_close_contours)
250,0.1506,0.0006024,0.1612,0.000645,~:0(<erode>)
127372,0.118,9.26E-07,0.1562,1.23E-06,~:0(<contourArea>)
2768,0.00386,1.39E-06,0.1498,5.41E-05,enum.py:695(__call__)
264,0.003808,1.44E-05,0.1433,0.0005429,enum.py:838(_create_)
11,0.0006957,6.33E-05,0.1354,0.01231,db_worker.py:58(run)
1,2.70E-05,2.70E-05,0.1176,0.1176,__init__.py:1(<module>)
500,0.0608,0.0001216,0.1155,0.000231,~:0(<countNonZero>)
1,0.0004156,0.0004156,0.1134,0.1134,__init__.py:1(<module>)
1,2.80E-05,2.80E-05,0.1102,0.1102,__init__.py:41(_setupQtDirectories)
1,2.96E-05,2.96E-05,0.1087,0.1087,__init__.py:1(<module>)
250,0.07475,0.000299,0.1052,0.0004208,numeric.py:64(zeros_like)
276,0.02511,9.10E-05,0.1039,0.0003763,~:0(<method 'emit' of 'PySide6.QtCore.SignalInstance' objects>)
278,0.009904,3.56E-05,0.09528,0.0003427,enum.py:498(__new__)
1,1.69E-05,1.69E-05,0.08643,0.08643,signature_bootstrap.py:40(bootstrap)
13-Mar,0.0001269,4.23E-05,0.08448,0.02816,signature_bootstrap.py:190(exec_module)
1,3.95E-05,3.95E-05,0.0834,0.0834,loader.py:1(<module>)
2,0.001026,0.000513,0.08005,0.04002,~:0(<method 'wait' of 'PySide6.QtCore.QThread' objects>)
58/57,0.0003005,5.27E-06,0.07872,0.001381,__init__.py:1640(_log)
55/54,0.0004445,8.23E-06,0.07833,0.001451,__init__.py:1509(info)
6688/2505,0.01019,4.07E-06,0.07757,3.10E-05,~:0(<built-in method __new__ of type object at 0x00007FFA975328A0>)
174,0.001608,9.24E-06,0.07501,0.0004311,<frozen importlib._bootstrap_external>:1093(get_code)
58/57,0.000228,4.00E-06,0.07305,0.001282,__init__.py:1666(handle)
3,0.01129,0.003764,0.07276,0.02425,stream_worker.py:361(_initialize_processors)
58/57,0.0003207,5.63E-06,0.07261,0.001274,__init__.py:1720(callHandlers)
59/58,0.0003057,5.27E-06,0.07229,0.001246,__init__.py:1010(handle)
59,0.0005008,8.49E-06,0.07177,0.001216,__init__.py:1138(emit)
1,2.53E-05,2.53E-05,0.0705,0.0705,stream_worker.py:159(run)
59,0.02316,0.0003926,0.06876,0.001166,~:0(<method 'write' of '_io.TextIOWrapper' objects>)
4183,0.03003,7.18E-06,0.06868,1.64E-05,enum.py:251(__set_name__)
1,8.30E-05,8.30E-05,0.05951,0.05951,__init__.py:1(<module>)
133,0.0004627,3.48E-06,0.05761,0.0004331,__init__.py:330(_compile)
1,0.008288,0.008288,0.05757,0.05757,~:0(<method 'exec' of 'PySide6.QtCore.QThread' objects>)
2,0.00328,0.00164,0.05739,0.0287,roi_window.py:341(resizeEvent)
8076,0.04588,5.68E-06,0.05731,7.10E-06,~:0(<moments>)
23,2.03E-05,8.83E-07,0.05726,0.00249,__init__.py:287(compile)
25,0.0001292,5.17E-06,0.05685,0.002274,_compiler.py:743(compile)
4,0.04547,0.01137,0.05364,0.01341,~:0(<method 'release' of 'cv2.VideoCapture' objects>)
348,0.0007294,2.10E-06,0.04884,0.0001403,roi_selector.py:226(_add_instructions)
1021,0.0132,1.29E-05,0.04823,4.72E-05,roi_window.py:297(eventFilter)
174,0.0006779,3.90E-06,0.04814,0.0002767,<frozen importlib._bootstrap_external>:1214(get_data)
22,0.04277,0.001944,0.04797,0.00218,~:0(<method 'commit' of 'sqlite3.Connection' objects>)
426/391,0.005518,1.41E-05,0.04747,0.0001214,~:0(<built-in method builtins.__build_class__>)
3,0.0002623,8.74E-05,0.0461,0.01537,stream_worker.py:176(_cleanup_capture)
1,4.10E-05,4.10E-05,0.04563,0.04563,__config__.py:1(<module>)
3,5.72E-05,1.91E-05,0.04519,0.01506,material_detector.py:130(__init__)
1,0.0002056,0.0002056,0.0443,0.0443,__init__.py:1(<module>)
1,0.04011,0.04011,0.04392,0.04392,splash_screen.py:7(SplashScreen)
1,0.001742,0.001742,0.04362,0.04362,splash_screen.py:1(<module>)
244,0.001973,8.09E-06,0.04242,0.0001738,<frozen importlib._bootstrap>:1240(_find_spec)
64,0.04188,0.0006544,0.04188,0.0006544,~:0(<dilate>)
4,1.98E-05,4.95E-06,0.04135,0.01034,platform.py:1066(system)
4,3.33E-05,8.33E-06,0.04133,0.01033,platform.py:968(uname)
25,0.0001024,4.10E-06,0.04114,0.001646,_parser.py:970(parse)
348,0.002679,7.70E-06,0.04112,0.0001182,roi_selector.py:189(_draw_selection)
250/25,0.001672,6.69E-05,0.04096,0.001638,_parser.py:451(_parse_sub)
1,8.28E-05,8.28E-05,0.04096,0.04096,~:0(<staticmethod(<built-in method disconnect of Shiboken.ObjectType object at 0x000001E60756FBC0>)>)
1,0.000173,0.000173,0.04084,0.04084,mapping.py:170(update)
766/25,0.01261,0.0005044,0.04083,0.001633,_parser.py:511(_parse)
1,2.93E-05,2.93E-05,0.04047,0.04047,pyi_generator.py:1(<module>)
4754,0.01816,3.82E-06,0.04012,8.44E-06,enum.py:354(__setitem__)
1,7.42E-05,7.42E-05,0.03954,0.03954,_index_tricks_impl.py:1(<module>)
266,0.003249,1.22E-05,0.03879,0.0001458,stream_worker.py:413(_apply_pending_preset_updates)
214,0.0002505,1.17E-06,0.0378,0.0001766,<frozen importlib._bootstrap_external>:1551(find_spec)
214,0.0007538,3.52E-06,0.03748,0.0001752,<frozen importlib._bootstrap_external>:1522(_get_spec)
1,2.28E-05,2.28E-05,0.03565,0.03565,__init__.py:1(<module>)
174,0.03547,0.0002039,0.03547,0.0002039,~:0(<built-in method _io.open_code>)
1,0.0002389,0.0002389,0.035,0.035,add_camera.py:324(validate_and_accept)
411,0.003328,8.10E-06,0.03477,8.46E-05,<frozen importlib._bootstrap_external>:1624(find_spec)
1,3.17E-05,3.17E-05,0.03454,0.03454,defmatrix.py:1(<module>)
1,2.77E-05,2.77E-05,0.03407,0.03407,pyi_generator.py:53(Formatter)
1,9.31E-05,9.31E-05,0.03388,0.03388,__init__.py:1(<module>)
1,0.0001656,0.0001656,0.03234,0.03234,_linalg.py:1(<module>)
2,4.06E-05,2.03E-05,0.03164,0.01582,platform.py:321(_wmi_query)
2,0.03158,0.01579,0.03158,0.01579,~:0(<built-in method _wmi.exec_query>)
1,0.002584,0.002584,0.03,0.03,camera_detail.py:1(<module>)
786,0.02957,3.76E-05,0.02957,3.76E-05,~:0(<line>)
1,0.0001105,0.0001105,0.02795,0.02795,__init__.py:1(<module>)
61,0.0005778,9.47E-06,0.02769,0.0004539,mapping.py:182(<genexpr>)
2,0.000936,0.000468,0.02747,0.01373,roi_window.py:24(__init__)
1,1.81E-05,1.81E-05,0.02726,0.02726,__init__.py:1(<module>)
2,0.002363,0.001182,0.02569,0.01285,roi_window.py:219(set_frame)
1,0.0007364,0.0007364,0.02556,0.02556,__init__.py:68(bootstrap)
1291,0.01906,1.48E-05,0.025,1.94E-05,~:0(<built-in method nt.stat>)
365,0.001898,5.20E-06,0.02499,6.85E-05,mapping.py:163(module_valid)
1,8.29E-05,8.29E-05,0.02434,0.02434,layout.py:1(<module>)
2460,0.02374,9.65E-06,0.02374,9.65E-06,~:0(<convexHull>)
336/258,0.0005377,2.08E-06,0.0228,8.84E-05,typing.py:426(inner)
1,1.15E-05,1.15E-05,0.02275,0.02275,platform.py:447(win32_ver)
1,1.12E-05,1.12E-05,0.02273,0.02273,platform.py:388(_win32_ver)
89,0.01666,0.0001872,0.02271,0.0002552,~:0(<method 'addWidget' of 'PySide6.QtWidgets.QBoxLayout' objects>)
11,8.28E-05,7.53E-06,0.02271,0.002065,database.py:26(get_connection)
1,1.94E-05,1.94E-05,0.02241,0.02241,camera_detail.py:739(_open_folder)
1,0.02237,0.02237,0.02237,0.02237,~:0(<built-in method openUrl>)
8,0.0002893,3.62E-05,0.02061,0.002577,camera_detail.py:640(_on_state_changed)
2,5.80E-05,2.90E-05,0.01999,0.009997,roi_window.py:285(confirm_selection)
1,5.57E-05,5.57E-05,0.01995,0.01995,parser.py:1(<module>)
8076,0.01954,2.42E-06,0.01954,2.42E-06,~:0(<arcLength>)
11,0.007432,0.0006757,0.01916,0.001742,~:0(<built-in method _sqlite3.connect>)
266,0.002683,1.01E-05,0.01904,7.16E-05,stream_worker.py:296(_adjust_timer)
15,0.01886,0.001257,0.01886,0.001257,~:0(<built-in method builtins.compile>)
1,0.0001763,0.0001763,0.01874,0.01874,main_window.py:799(__init__)
174,0.001439,8.27E-06,0.01852,0.0001064,<frozen importlib._bootstrap_external>:782(_compile_bytecode)
1,7.00E-06,7.00E-06,0.01852,0.01852,parser.py:116(__init__)
4183,0.007697,1.84E-06,0.01848,4.42E-06,enum.py:1055(_add_member_)
23,3.40E-05,1.48E-06,0.0183,0.0007955,__init__.py:71(import_module)
1,0.001869,0.001869,0.01828,0.01828,main_window.py:813(setup_ui)
23,3.21E-05,1.40E-06,0.01826,0.0007939,<frozen importlib._bootstrap>:1375(_gcd_import)
7,0.0004127,5.90E-05,0.01761,0.002515,camera_detail.py:551(update_coverage_display)
2130,0.0113,5.31E-06,0.01689,7.93E-06,<frozen importlib._bootstrap_external>:101(_path_join)
174,0.01686,9.69E-05,0.01686,9.69E-05,~:0(<built-in method marshal.loads>)
1,0.0003156,0.0003156,0.01681,0.01681,camera_detail.py:730(show_data_logs)
1,2.91E-05,2.91E-05,0.01598,0.01598,add_camera.py:20(_refresh_styles)
3,0.0157,0.005233,0.0157,0.005233,~:0(<built-in method processEvents>)
25,5.83E-05,2.33E-06,0.01546,0.0006183,_compiler.py:576(_code)
246,0.01535,6.24E-05,0.01535,6.24E-05,~:0(<method 'setInterval' of 'PySide6.QtCore.QTimer' objects>)
6,0.000648,0.000108,0.01532,0.002553,~:0(<method 'style' of 'PySide6.QtWidgets.QWidget' objects>)
1266/25,0.005205,0.0002082,0.01493,0.0005973,_compiler.py:37(_compile)
33,0.01388,0.0004205,0.01472,0.0004461,~:0(<method 'execute' of 'sqlite3.Cursor' objects>)
1,0.0003325,0.0003325,0.01379,0.01379,camera.py:1(<module>)
1,0.01359,0.01359,0.01359,0.01359,~:0(<built-in method gc.collect>)
281,0.0007966,2.84E-06,0.01351,4.81E-05,_abc.py:460(is_dir)
984,0.0005102,5.19E-07,0.01344,1.37E-05,<frozen importlib._bootstrap_external>:145(_path_stat)
22,0.0005838,2.65E-05,0.01325,0.0006021,__init__.py:23(__load_extra_py_code_for_module)
8076,0.008134,1.01E-06,0.01324,1.64E-06,~:0(<boundingRect>)
283,0.0005362,1.90E-06,0.01254,4.43E-05,_local.py:510(stat)
1,0.0001096,0.0001096,0.01206,0.01206,multiarray.py:1(<module>)
250,0.001248,4.99E-06,0.01185,4.74E-05,typing.py:1423(__init__)
6,0.002005,0.0003342,0.01179,0.001964,roi_selector.py:105(_handle_click)
2,0.00134,0.0006699,0.01174,0.005868,roi_selector.py:71(confirm_selection)
128,0.01165,9.10E-05,0.01165,9.10E-05,~:0(<method 'setStyleSheet' of 'PySide6.QtWidgets.QWidget' objects>)
2,0.001882,0.000941,0.01156,0.005778,roi_selector.py:29(__init__)
3,0.01107,0.00369,0.0112,0.003733,~:0(<method 'accept' of 'PySide6.QtWidgets.QDialog' objects>)
8,0.0007114,8.89E-05,0.01104,0.001379,camera_detail.py:110(update_data)
1,3.01E-05,3.01E-05,0.01101,0.01101,overrides.py:1(<module>)
1,0.0002295,0.0002295,0.01098,0.01098,__init__.py:1(<module>)
2448,0.005637,2.30E-06,0.01091,4.46E-06,~:0(<method 'type' of 'PySide6.QtCore.QEvent' objects>)
70299,0.01089,1.55E-07,0.0109,1.55E-07,~:0(<built-in method builtins.isinstance>)
2,0.001933,0.0009664,0.01087,0.005436,stream_worker.py:286(get_latest_raw_frame)
53330/51868,0.01003,1.93E-07,0.01044,2.01E-07,~:0(<built-in method builtins.len>)
609,0.01036,1.70E-05,0.01036,1.70E-05,~:0(<method 'pos' of 'PySide6.QtGui.QMouseEvent' objects>)
1,0.0007116,0.0007116,0.01001,0.01001,add_camera.py:1(<module>)
7308,0.008224,1.13E-06,0.009823,1.34E-06,enum.py:825(__setattr__)
1,1.45E-05,1.45E-05,0.009613,0.009613,platform.py:688(_node)
8100,0.003109,3.84E-07,0.009555,1.18E-06,~:0(<built-in method builtins.setattr>)
105/102,7.05E-05,6.91E-07,0.009529,9.34E-05,typing.py:574(__getitem__)
1,0.0001708,0.0001708,0.009449,0.009449,_dtype_like.py:1(<module>)
102,0.0004172,4.09E-06,0.009422,9.24E-05,typing.py:753(Union)
536,0.002407,4.49E-06,0.009421,1.76E-05,<frozen importlib._bootstrap>:304(acquire)
1,0.009339,0.009339,0.009358,0.009358,~:0(<method 'showMaximized' of 'PySide6.QtWidgets.QWidget' objects>)
1,3.92E-05,3.92E-05,0.009356,0.009356,__init__.py:1(<module>)
5510,0.003782,6.86E-07,0.009128,1.66E-06,~:0(<built-in method builtins.delattr>)
1,1.53E-05,1.53E-05,0.009092,0.009092,main_window.py:1049(closeEvent)
1,0.0001259,0.0001259,0.009074,0.009074,~:0(<method 'close' of 'PySide6.QtWidgets.QWidget' objects>)
3,0.0001446,4.82E-05,0.009021,0.003007,main_window.py:455(_populate_camera_list)
1,5.13E-05,5.13E-05,0.00894,0.00894,main_window.py:779(closeEvent)
1,8.00E-06,8.00E-06,0.008932,0.008932,platform.py:837(_get_machine_win32)
128,0.0001236,9.66E-07,0.008797,6.87E-05,loader.py:67(feature_imported)
8,0.00879,0.001099,0.00879,0.001099,~:0(<method 'setRange' of 'PySide6.QtCharts.QDateTimeAxis' objects>)
1,0.002074,0.002074,0.00877,0.00877,add_camera.py:48(__init__)
128,0.0001475,1.15E-06,0.008673,6.78E-05,feature.py:134(feature_imported)
5093,0.006053,1.19E-06,0.008659,1.70E-06,enum.py:199(__get__)
70,0.0003117,4.45E-06,0.008488,0.0001213,feature.py:150(_mod_uses_pyside)
60,3.75E-05,6.25E-07,0.008481,0.0001414,typing.py:1446(__or__)
2,0.0001219,6.10E-05,0.008448,0.004224,roi_selector.py:242(_extract_roi)
70,6.13E-05,8.76E-07,0.008176,0.0001168,inspect.py:1250(getsource)
174,0.008124,4.67E-05,0.008124,4.67E-05,~:0(<method 'read' of '_io.BufferedReader' objects>)
2,0.008094,0.004047,0.008113,0.004056,~:0(<method 'hide' of 'PySide6.QtWidgets.QWidget' objects>)
15,0.008048,0.0005366,0.008048,0.0005366,~:0(<method 'addLayout' of 'PySide6.QtWidgets.QBoxLayout' objects>)
1,3.06E-05,3.06E-05,0.007894,0.007894,preview_scheduler.py:76(release_all)
70,0.000124,1.77E-06,0.007789,0.0001113,inspect.py:1229(getsourcelines)
245,0.0004245,1.73E-06,0.007708,3.15E-05,<frozen importlib._bootstrap>:416(__enter__)
22097,0.006713,3.04E-07,0.007581,3.43E-07,~:0(<built-in method builtins.hasattr>)
38762,0.007537,1.94E-07,0.007537,1.94E-07,~:0(<method 'append' of 'list' objects>)
1,0.0001675,0.0001675,0.007446,0.007446,socket.py:1(<module>)
253,0.002446,9.67E-06,0.007407,2.93E-05,typing.py:260(_collect_type_parameters)
593,0.00387,6.53E-06,0.007256,1.22E-05,_local.py:257(_parse_path)
70,0.0001572,2.25E-06,0.007218,0.0001031,inspect.py:1052(findsource)
3078,0.005357,1.74E-06,0.007191,2.34E-06,_parser.py:311(_class_escape)
1,5.90E-06,5.90E-06,0.007184,0.007184,database.py:74(delete_camera)
1,5.80E-05,5.80E-05,0.007163,0.007163,__init__.py:28(load_fonts)
1,0.0002214,0.0002214,0.007162,0.007162,numeric.py:1(<module>)
382,0.006733,1.76E-05,0.007104,1.86E-05,stream_worker.py:153(_is_stopping)
14388,0.004469,3.11E-07,0.007101,4.94E-07,_parser.py:260(get)
332,0.0003419,1.03E-06,0.007064,2.13E-05,_local.py:166(__fspath__)
237,0.0008766,3.70E-06,0.007063,2.98E-05,<frozen importlib._bootstrap>:733(_init_module_attrs)
16784,0.006103,3.64E-07,0.007056,4.20E-07,~:0(<built-in method builtins.getattr>)
1,3.48E-05,3.48E-05,0.006955,0.006955,_char_codes.py:1(<module>)
50,5.67E-05,1.13E-06,0.006917,0.0001383,typing.py:580(__getitem__)
6,0.006809,0.001135,0.006809,0.001135,~:0(<built-in method addApplicationFont>)
1,4.18E-05,4.18E-05,0.006735,0.006735,_internal.py:1(<module>)
332,0.001103,3.32E-06,0.006722,2.03E-05,_local.py:227(__str__)
1,1.18E-05,1.18E-05,0.006596,0.006596,__init__.py:1(<module>)
348,0.00117,3.36E-06,0.006594,1.90E-05,<frozen importlib._bootstrap_external>:513(cache_from_source)
266,0.003699,1.39E-05,0.006362,2.39E-05,stream_worker.py:387(_should_process_frame)
50,0.0006437,1.29E-05,0.00626,0.0001252,typing.py:812(Literal)
1,2.35E-05,2.35E-05,0.006051,0.006051,__init__.py:1(<module>)
265,0.0008661,3.27E-06,0.00576,2.17E-05,overrides.py:142(decorator)
4225,0.003426,8.11E-07,0.005714,1.35E-06,enum.py:37(_is_descriptor)
645,0.002876,4.46E-06,0.00571,8.85E-06,stream_worker.py:119(state)
15,5.59E-05,3.73E-06,0.005698,0.0003799,linecache.py:31(getlines)
15,0.0009749,6.50E-05,0.005651,0.0003767,<frozen os>:202(makedirs)
15,0.0002468,1.65E-05,0.005642,0.0003762,linecache.py:83(updatecache)
1,0.0001793,0.0001793,0.005603,0.005603,_array_like.py:1(<module>)
536,0.0008917,1.66E-06,0.005577,1.04E-05,<frozen importlib._bootstrap>:162(__enter__)
280,0.0004518,1.61E-06,0.005575,1.99E-05,_abc.py:167(suffix)
272,0.0008417,3.09E-06,0.005561,2.05E-05,enum.py:484(__prepare__)
8,0.0001651,2.06E-05,0.005546,0.0006932,camera_detail.py:178(updateStatus)
1,0.0001481,0.0001481,0.005525,0.005525,roi_window.py:1(<module>)
2,0.001223,0.0006115,0.005482,0.002741,main_window.py:109(__init__)
3262,0.005469,1.68E-06,0.005469,1.68E-06,~:0(<built-in method numpy.array>)
1655,0.005347,3.23E-06,0.005347,3.23E-06,~:0(<method 'size' of 'PySide6.QtWidgets.QWidget' objects>)
5510,0.005346,9.70E-07,0.005346,9.70E-07,enum.py:760(__delattr__)
49,0.002011,4.10E-05,0.005265,0.0001075,__init__.py:358(namedtuple)
373,0.0003949,1.06E-06,0.005228,1.40E-05,<frozen importlib._bootstrap_external>:155(_path_is_mode_type)
1,2.25E-05,2.25E-05,0.005076,0.005076,context.py:1(<module>)
313,0.0007165,2.29E-06,0.005062,1.62E-05,_local.py:289(drive)
331,0.0002334,7.05E-07,0.00505,1.53E-05,<frozen importlib._bootstrap_external>:164(_path_isfile)
4796,0.003287,6.85E-07,0.005027,1.05E-06,enum.py:78(_is_private)
291,0.000362,1.24E-06,0.005012,1.72E-05,<frozen importlib._bootstrap>:463(_lock_unlock_module)
280,0.0002208,7.89E-07,0.004948,1.77E-05,_local.py:346(name)
1,0.0001487,0.0001487,0.004937,0.004937,__init__.py:1(<module>)
1,0.0005726,0.0005726,0.004836,0.004836,mapping.py:482(init_PySide6_QtCore)
596,0.0009632,1.62E-06,0.004778,8.02E-06,_local.py:307(_tail)
1,0.0002181,0.0002181,0.004696,0.004696,mapping.py:565(init_PySide6_QtGui)
20454,0.004666,2.28E-07,0.004666,2.28E-07,~:0(<method 'get' of 'mappingproxy' objects>)
1,0.0006488,0.0006488,0.004617,0.004617,main_window.py:33(__init__)
536,0.003243,6.05E-06,0.004525,8.44E-06,<frozen importlib._bootstrap>:124(setdefault)
433,0.002219,5.12E-06,0.004506,1.04E-05,_compiler.py:241(_optimize_charset)
786,0.004389,5.58E-06,0.004389,5.58E-06,~:0(<circle>)
518,0.00426,8.23E-06,0.00426,8.23E-06,~:0(<built-in method builtins.sum>)
26,0.0008504,3.27E-05,0.004243,0.0001632,<frozen importlib._bootstrap_external>:1675(_fill_cache)
365,0.0001723,4.72E-07,0.004242,1.16E-05,<frozen importlib._bootstrap>:632(cached)
8500,0.002927,3.44E-07,0.004189,4.93E-07,_parser.py:167(__getitem__)
203,0.004098,2.02E-05,0.004169,2.05E-05,~:0(<method '__exit__' of '_io._IOBase' objects>)
1,1.09E-05,1.09E-05,0.004151,0.004151,npyio.py:1(<module>)
1,5.61E-05,5.61E-05,0.004146,0.004146,shutil.py:1(<module>)
191,0.0003098,1.62E-06,0.00407,2.13E-05,<frozen importlib._bootstrap_external>:642(_get_cached)
98,0.003242,3.31E-05,0.004039,4.12E-05,roi_selector.py:149(_calculate_potential_rectangle)
1,3.22E-05,3.22E-05,0.004018,0.004018,db_worker.py:1(<module>)
58,0.0002366,4.08E-06,0.003929,6.78E-05,__init__.py:1625(makeRecord)
1,3.14E-05,3.14E-05,0.003842,0.003842,__init__.py:1(<module>)
56/15,0.0001777,1.19E-05,0.003791,0.0002528,typing.py:1452(__getitem__)
808,0.001019,1.26E-06,0.003741,4.63E-06,enum.py:942(_get_mixins_)
1,0.0008728,0.0008728,0.003707,0.003707,camera_detail.py:35(__init__)
58,0.001115,1.92E-05,0.003693,6.37E-05,__init__.py:298(__init__)
3,0.003614,0.001205,0.003614,0.001205,~:0(<method 'pixmap' of 'PySide6.QtGui.QIcon' objects>)
1,7.11E-05,7.11E-05,0.003585,0.003585,__init__.py:1(<module>)
1,7.64E-05,7.64E-05,0.003526,0.003526,coverage_logger.py:1(<module>)
1,0.0001122,0.0001122,0.003522,0.003522,numerictypes.py:1(<module>)
1,0.0001256,0.0001256,0.003462,0.003462,_pswindows.py:1(<module>)
1,2.01E-05,2.01E-05,0.003415,0.003415,database.py:1(<module>)
